Question,Answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which plant species can be protected under PPVFRA (2001) ?>, The Act is open to any plant species that grows in the country whose propagules can be produced and commercialized for any purpose of cultivation by farmers or usage by farmers or consumers or industry, However, to make any plant species eligible for protection, the Authority has to notify the species as registrable plant species in the country in Gazette of India, followed by development of the DUS testing guidelines on the plant species, In the case of wild relatives or conserved traditional varieties or landraces by farmers of any species even if not notified, can be protected, As at the time of going to print," there are 161 plant species which are registrable in India. """,,,,,,,,,,,,,,,,,,,,,,,,,,
Who can apply for the registration of a plant variety ?>,Following persons/organizations can apply for registration either individually or jointly or as an organization among the following: anyone claiming to be the breeder of the variety; or (b) any successor of the breeder of the variety; or (c) anyone being the assignee of the breeder of the variety in respect of the rights to make such application; or (d) any farmer or group of farmers or community of farmers claiming to be the breeder of the variety; or (e) anyone authorized in the prescribed manner by a person specified under clauses to (d) to make application on his behalf; or(f) any private or public organization having an establishment or representative in India claiming to be the breeder or representative of the breeder of the variety.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the Business hours for receiving application and seed samples ?>, The business hours for receiving completed application along with seed material in the office of Registrar PPV&FR Authority are from Monday to Friday between 10:00 am to 12 noon and 1.30-2.30 pm in the afternoon (Excluding Gazetted Holidays, Saturday and Sunday), In the case of applications submitted before noon, the Acknowledgement PVP No, of the application may be collected on the same day between 2.30pm and 5.30 pm, In the case of applications submitted till 2.30 pm in the afternoon, the Acknowledgement PVP No, is issued on the next working day between 10.00 am to 10.30am," For applications received through post/courier acknowledgement shall be posted latest by next working day. """,,,,,,,,,,,,,,,,,,,,,,,,,,
Can an application for registration of plant varieties other than farmer’s varieties be made through an agent ?>, Yes," a breeder or a farmer as breeder can apply for registration either in person or through his agent. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Is it necessary to submit the seed / propagating material along with the application for registration ? If yes, where is the seed to be submitted ?>","Yes, the breeder shall be required to deposit the seed of a non-hybrid variety and hybrid variety along with its parental lines (male, female and maintainers as the case may be), at the time of filing (submission) of the application for registration in person or by postal or courier services at the HQ or the branch office having territorial jurisdiction of the State or Union Territory to which the applicant belongs, However, in the case of non-seed based vegetative propagules or on-site testing-based applications in the case of perennials, the propagules have to be reached to the designated field gene bank of the species of crop within 10 days, The date of receiving the application shall be the date on which the seeding material is received at the field gene bank, An applicant has to submit a fixed amount of seed sample of breeder seed quality along with a seed testing report from a Government Seed Testing laboratory or accredited laboratory from within India for germination and genetic purity, In the case of farmer’s variety, the concerned State Agricultural University or ICAR Institution shall providepurified seed with their authorisation on the quality of the seed. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Since all the plant species under cultivation whether annual, biennial or perennial have specific time of the year for their planting other than those specificallydeveloped only for controlled environment agriculture or protected agriculture, is a typical time frame fixed for the seed or seeding material to be supplied along with the application in a calendar year ?>",Yes, Season Applications along with seeds for registration Kharif (June-Oct) 1st March to 15th April Rabi (Nov-Mar) 1st August to 15th September Summer/Spring (Jan-May) 1st November to 15th December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many types of application forms are available for registration of plant varieties ?>, Three types of application forms are provided which can be downloaded from the website www.plantauthority.gov.in:- a) Form –I for registration of new and extant varieties b) Form-II for registration of EDV c) Application form for registration of farmers variety provided in Sixth Schedule of PPV&FR Rules," 2003. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the distinctiveness criteria for registration of a variety ?>, A new variety or an extant variety (Variety notified under Seed Act (1966)," Variety of Common Knowledge and Farmers’ Variety) should be distinct from all other existing varieties at least in one of the essential morphological characteristic listed in the relevant Guidelines on the plant species or any special character claimed for provided a standard protocol is available for its verification. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How to get information about General and Specific Guidelines for DUS Testing ?>,The General and Specific Guidelines for DUS Testing of the entire crop species notified for registration are available in the website of the Authority.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For each species there are two or more DUS testing stations identified, Can the applicant indicate a preference for one (or two) of the DUS testing stations ?> Will the applicant be informed ?>, No, The Registrar decides among the notified centres for testing of the variety, However, if there is any physiological specification related to the sensitivity or expression of the traits of a variety applied for, the same may be mentioned in the application as special trait along with the conditions for expression of the trait for the Registrar to take appropriate decision, made under prior intimation to the breeder, However, prior to taking up the crop," the location/s where the candidate varieties will undergo testing shall be published in the Plant Variety Journal. """,,,,,,,,,,,,,,,,,,,,,,,,,
Is it true that the DUS test will always be performed at two different DUS testing stations ?> Is this also true for those species with only one year’s testing requirement ?>, If so, what happens if the results of the two stations is different, for instance because of the climatic influence ?> It is true that DUS test will always be performed at two different DUS testing stations but it is also true for extant varieties of common knowledge (VCK) and farmers’ varieties for one-year testing, There are always indicators through national check variety and local long-term check variety included in the DUS trial," that indicate the impact of climate in causing variability between two locations""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is there a public database for choosing reference varieties as checks for data generation ?>,Yes, There is a database on potential reference varieties to be used in DUS Testing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At what moments will the applicant be informed of the progress in the DUS procedure ?>,The applicant can get information about the location of DUS testing and number of varieties under trial in the Plant variety Journal prior to taking up planting and data of each season will be made available after the review workshop at the end of each year, There is a procedure available for visit to the location with the permission of the Registrar during the testing as notified in the website.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is there a possibility for breeders to visit the DUS testing of other varieties ?>, Yes, This is possible and for inspection of DUS Testing Trial at any of the notified locations by any Indian citizen, Interested persons needsto make a request in writing in time, before onset of flowering in any of the candidate varieties to visit the location, after payment of fees prescribed from time to time by the Authority, for a restricted time of three hours per visit, Specific identity of a candidate variety shall not be revealed to any visitor including the applicant," unless the Registrar invites the Applicant to clarify any point related to its characterisation as claimed for which there will be no fees charged. """,,,,,,,,,,,,,,,,,,,,,,,,,,,
Are all varieties in a DUS-trial coded ?>, Yes, The candidate variety in each DUS trial are double coded, once by a third party noncrop plant breeder (and kept under seal in the presence of witness in the locker) as first code, which in turn is again coded by the Chairperson without being aware of decoding keys of the first code, so that neither the first code expert nor the Chairperson shall be aware of the real name of the entry being tested in DUS trial, unless are the real names of the varieties are required to be decoded in emergency during the trial for the applicant to be summoned for clarification or visual recording," if so decided by the Registrar. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is there any provision of on-site testing of trees and vines ?>, Yes, the applicant has an option for on-site testing and the fee prescribed will not exceed four times the fee prescribed for normal DUS test," The details of fees are available on PPV&FRA Website(www.plantauthority.gov.in). """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When are the special tests conducted ?>, A special test shall be conducted only when the DUS testing fails to establish the requirement of distinctiveness, If the application mentions that the variety being applied for is distinct from an existing variety for the expression of a particular character which can be visible only under a specific environmental parameter, or express during attack by a pathogen or pest, or express a chemical product not visible from outside which does not modify any of the characters, etc., after conduct of the first year’s test with the reference variety, if indeed the DUS test fails to distinguish between the two varieties, then the mentioned testing protocol shall be used for measuring the expression of the character which can be providing of an environmental parameter," infecting with a pathogen or extraction of a chemical/biochemical content including DNA/RNA analysis""",,,,,,,,,,,,,,,,,,,,,,,,,,
Is there any relaxation in uniformity levels and requirement of seed for test ?>,Yes, It is provided in the regulations of the Act that the acceptable level of uniformity for a variety defined as farmers’ variety shall be up to twice the number of off types is for the respective species as specified in the Plant Variety Journal of India.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is there any time limit for filing the application for registration of extant varieties ?>, Yes, Whenever, the Authority notifies a crop species eligible for registration, it also notifies the time limit for filing of applications for registration of varieties already existing in the crop species (extant varieties), which information is available on the Authority’s website(www.plantauthority.gov.in) Generally, the time limit is fixed for three or more years on a case by case basis," from the date of publication of approval of the Authority of the respective crop species in Plant Variety Journal of India in respect of Extant variety (Other than farmer varieties) and 10 years in case of farmers varieties. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the duration of protection of plant varieties in India after registration ?>, The duration of protection of registered varieties are as follows: 1, Trees and vines - 18 years from the date of grant of certificate of registration,2, For other crops - 15 years from the date of grant of certificate of registration,3, For extant varieties notified under Section 5 of Seeds Act, 1966 - 15 years from the date of notification under Section 5 of the Seeds Act," 1966""",,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the protection available to the applicant breeder from the date of filing of application to date of grant of certificate of registration ?>, Under Section 24(5)," the Registrar has the power to issue such directions to protect the interests (provisional protection) of a breeder against any abusive act committed by any third party during the period between filing of application for registration and decision taken by the Authority on such application. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is it possible to obtain certified copies of the application forms of other applicants ?>,Yes, Certified copies of any application form along with its enclosures can be obtained after filling an application for the purpose in format PV-33 along with requisite fees notified.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is done with the seeds received by the Authority ?>, A part of the seed received as specified in the DUS guidelines of the specific species by the Authority at the time of submission of the application is used for storing as specimen sample of the variety (hybrid along with its parents & male sterility maintainer, if any) in the National Gene Bank of PPVFRA at controlled temperature and moisture during the process of registration, subsequently shifted to medium term cold storage gene bank after the registration, The other part is used for conducting the DUS or Grow-out testing depending on the category applied under, and in the case of hybrids," for verification of the parentage as claimed in the application. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is vegetatively propagated material also stored in the National gene bank ?> Does the authority store a DNA-sample ?>,Authority maintains vegetatively propagated material in field gene bank and DNA sample is not stored or sought form the applicant breeder.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Does the propagating material of a vegetatively reproduced species as defined under Section 2 (r) also refers to any plant material from which another plant can be reproduced true-to- type ?> Include all cut flowers having meristematic cells ?>,Yes, This is true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How are the seeds stored after harvest during the DUS testing ?>, A predetermined quantity of seeds of harvest after first year’s DUS testing is retained to raise the next season’s crop for test of genetic stability and the remaining seed from the first year as well as the entire second year’s seed produced subsequently," is destroyed in an eco-friendly way. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Can a breeder ask for a seed sample of a protected variety from the National Gene bank and if so, when ?>","No, The specimen sample retained by the Authority in its Gene Bank is not available to any other breeder for any purpose other than for the use of the Authority in the event of any claim or verification in any litigation, as per need, One such claim for which the Authority may decide to take out the specimen sample is in the process of “compulsory licensing” where, if a protected variety is either not made available to farmers or seed producers by the registered breeder, or is being marketed at unreasonably high price even after three years after the protection registration of the variety, Compulsory license is granted only after hearing the registered breeder and granting extension of time for him to produce adequate quantities of registered varieties to meet the demands of public. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What happens to seeds of gene bank storage after the term of protection ends ?>, The seeds of registered variety will be handed over to the National Gene Bank of NBPGR under LTS conditions, for which appropriate standards are being developed by a committee at the Authority," soon to be made public. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Can the applicant ask for the stored seed sample(s) in case of an infringement ?>,No, The stored seed sample will be spared only in case of compulsory licensing award and in case of an order by the Courts hearing the infringement suits and not otherwise.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Can a variety which is applied for registration under New Variety category be registered under Extant Notified Variety category if the variety gets notified during the process of DUS testing or vice-versa ?>, No, If a variety applied under New Variety category gets notified under Seed Act (1966) after the date of REG No, given to the application under new variety category, it would be treated as new variety only subject to logical conclusion of the DUS testing for its registration, However, if a variety is already notified under Seed Act (1966), there is no choice for a breeder to get the same registered under New Variety or Extant Variety of Common Knowledge," The variety can be applied for registration only under the category Extant Notified Variety. """,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When the variety notified under Section 5 of Seeds Act, 1966 will fall under the category of extant varieties notified under Seeds Act, 1966 and when can the same be considered under the category of new variety ?>","If on the date of filing of application, a variety is already notified under the Section 5 of Seeds Act, 1966, it shall be considered only as an extant variety notified under Section 5 of Seeds Act, 1966, However, if after the filing of the application the variety gets notified under Section 5 of Seeds Act, 1966 then it will be considered under the category of New Variety only, and not as Extant (notified). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Is it possible for breeders in a limited period of time to apply for varieties, which do not meet the novelty criteria any more, for species, which are recently included into the list of protectable genera and species (Art, 29 (2)) ?>","Yes, The provision of Extant Varieties registration allows a variety already in existence either as a commercialized variety or an exploited parental inbred or donor parent in use of plant breeding for more than one year, but not more than 15 or 18 years from the date of application in the annual or perennial species, respectively, Breeders can apply under extant variety category if their variety does not meet the novelty criteria of not being in trade or use for more than one year from the date of making application, Breeders can apply under extant variety category or new variety category only with regard to species notified under Section 29(2) of PPV&FR Act, 2001, for a specified period as notified from such date of notification, Normally, the period is for three years from the date of such notification, or as notified by the Authority. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is there a maximum period from date of application to finalisation of the procedure ?>, No, The minimum period for a new variety registration is three years from the time of submission of the application complete in all respects, but within the notified calendar window period for the concerned species, It is optimized case by case, however, on the basis of the details provided including the material, timeliness to catch the season, failure of testing protocols due to unavoidable or unforeseen reasons," etc. """,,,,,,,,,,,,,,,,,,,,,,,,,,
How can an applicant check the real time status of the application at the authority ?>, The details and status of the application are loaded in the website of the Authority and with various key words such as REG No, denomination, Breeder, etc.," the status can be verified online. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What are the Researcher’s Rights provided under the PPV & FR Act, 2001 ?>","Any researcher is free to use of any variety registered under this Act for conducting experiment or research; or (b) use a variety registered under this Actas an initial parent once to make a cross (known as F1 generation) with any other registered or other variety as the other parent to initiate the creation of breeding material from generations F2 to any number of generations by any breeding methodologies to exploit the recombined genes from the two parents, From these, a breeder can pick up (select) any number of varying types freely as his variety, However, he is required to seek authorization of the registered breeder if he has to use theregistered variety repeatedly as parental line necessarily for the production of a newly developed variety (e.g, Hybrid involving registered variety/varieties as one or both parents of the hybrid as the case may be, or use of a registered variety as a recurrent parent to develop EDV)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is compound registration of hybrid plant varieties ?>, Genetically, a hybrid can be protected/multiplied/generated only through the involved specific parents, depending on the hybrid seed production mechanism adopted, Therefore, notionally, all the involved parents and the resultant hybrid are connected through a commonly traceable registration number (REG No.) with distinction among each component by an alphabet suffixed, Hence, a hybrid variety can be applied for registration only along with its parents and a hybrid is registrable only through its parents, Since, the hybrid along with its parents constitute a unit together, a hybrid variety will be registered as a compound registration along with its parents, Each parent and the hybrid shall be issued separate registration certificate describing the relationship with the hybrid such as female/male/maintainer parent of the particular hybrid," to facilitate commercialization of each individually by the registered breeder. """,,,,,,,,,,,,,,,,,,,,,,
What are the benefits of compound registration of a hybrid ?>,A hybrid variety will be registered as a compound registration with one REG number (acknowledgement number) for hybrid and parental lines with a single registration fee and separate DUS testing fee for hybrid and parental lines, The hybrid shall be tested at Notified DUS test centres at two locations for two seasons while its parents shall be tested for two seasons at centre notified by PPV&FRA maintaining confidentiality, The secondyear testing of the hybrid and parents shall comprise two plots of the candidate hybrid and parents at respective location/s of which one will be from the hybrid and parental seed produced by the Authority and other as supplied by the applicant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Is the compound registration procedure applicable in case of extant hybrid varieties about which there is common knowledge and extant hybrid variety notified under Section 5 of Seeds Act, 1966 ?>","Yes, In the case of extant hybrid varieties notified under Section 5 of Seeds Act, 1966, no DUS testing will be conducted, however, the hybrid seed production of the parents submitted by crossing the two shall be taken up to confirm the parent as source of the hybrid submitted as claimed. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Are the three-way crossed or double crossed or multi parent chain crossed hybrids eligible for registration ?>, No, in the case of all seed propagated hybrids, As defined under Section 2(x) for seed and 2(za) for variety of PPVFRA (2001), none of the multi-parent (more than two parents) generated hybrids genetically qualifies the two definitions of seed and variety, Hence, as per the current Act," it is not feasible to register the three-way crossed or double-crossed or multi-parent chain-crossed hybrids. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What would be the consequence if a candidate hybrid variety or any one of its parents fail on Uniformity, and any one parent fails on Stability test ?>","If the candidate hybrid or any of the parents fail in Uniformity test and parents on Stability test then the hybrid as well the parent/s which failed on uniformity or stability test or both, shall be rejected, If any of the parents pass through the Uniformity, Stability and Distinctiveness tests, the inbred variety shall be registered as an inbred variety, without referring to any hybrid. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What would be the consequence if candidate hybrid variety passes uniformity and fails on distinctiveness and both parents pass distinctiveness, uniformity and stability tests ?>","In such case the hybrid + parents qualify for protection, Where genomic resources are available, the hybrid genotypic fingerprint shall be maintained as a special test for confirmation, as a contrast with the other hybrid against which the candidate hybrid failed to distinguish itself morphologically on DUS traits. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What would be the consequence if the candidate hybrid variety is rejected on uniformity but any of the parents pass the DUS test ?>, In such cases, parents can be registered as new inbred varieties with the option to be exercised by the applicant with the deposit of additional registration fee and it shall be designated as “inbred variety” not be referred to the hybrid system, However, since the inbred parents are established as DUS, then the same hybrid can be remade and fresh application made by the breeder for registration of hybrid, However," the period of protection shall be from the period of the protection of the oldest parent variety. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What would be the period of protection of the candidate hybrid and its parents in case of compound registration ?>, The period of protection would be 15 years for new hybrid variety in case of annuals or 18 years in the case of perennials or vines or trees, if none of the parents involved is previously registered," If one or more of the parents is previously registered the validity period of the hybrid will be that of the period of protection of the earliest registered parent among its parents. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If multiple hybrids from the same applicant have one common parent, does the applicant have to submit common parent seed again and again, as it is meant for gene bank storage only ?>",No, But the Authority shall use the seed of the common parent from already submitted seed with the earlier application to verify the parentage claim of the new hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Does the authority use advanced DUS testing procedures like molecular techniques (DNA profiles) in the examination of Distinctness, Uniformity and Stability ?>","No, The DUS testing is morphological character based, However, if a breeder makes a special character claim which may not express in all environments but is confirmed though DNA profiling for the particular trait, the same is admissible, and not as a replacement for DUS testing. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the characteristic features of an EDV ?>, a, is clearly distinguishable from such initial variety, parents of hybrid or hybrid by the targeted trait and b," conforms to such initial variety or initial parents of the hybrid in the expression of the characteristics except for the difference/s due to the targeted trait which results from the act of derivation. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the additional provisions for registration transgenic varieties ?>, The transgenes or transgenic events, being carried by the candidate variety need to be approved under Environment Protection Act (1986) by the Ministry of Environment, Forests & Climate Change, after which the application shall be taken up as follows: a, If the introgression of the transgenic event is in a new unknown/unreleased genotype the transgenic shall be tested as a new variety with the transgenic event as a special trait, if the applicant wishes for the same, If the event is deregulated without any conditions or restrictions imposed by Ministry of Environment, Forests and Climate Change, the variety will be tested as a typical new variety b, If the transgenic event is in an already protected variety’s background, it will be tested as an EDV (The Guidelines for the process of testing EDVs for registration is available at www.plantauthority.nic.in.) c, If the transgenic event is in a variety of common knowledge, but not protected, the latter will be the reference variety for testing the candidate under new variety category, d, If the transgenic event is a stacked event in an already protected transgenic event, the original transgenic variety shall be the reference for testing as an EDV, If the latter is not protected," it would be dealt as in (c) above. """,,,,,,,,,,,,,,,,
Can a variety be registered as an EDV of an EDV ?>, Not as an EDV of an EDV, There can be no EDV of an EDV, But, such an EDV which is derived out of an existing EDV can be registered also be registered as EDV2 or EDV3 or EDVx," of the original initial variety only which is the source genetic background of the first EDV also. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Does the exclusive right of the title holder from Section 28 provide to the title holder an exclusive right to produce, sell, market, distribute, import or export the variety including propagating material ?>","Yes, Section 28(1) and (2) of the PPV&FR Act, 2001 dealing with breeders’ right is as follows: Registration confers exclusive right on the breeder or his successor, authorised person, agent or licensee to produce, sell, market, distribute, import or export the variety, In the case of an extant variety, unless a breeder or his successor has established his right, in cases where such extant variety is notified for a State or for any area thereof under section 5 of the Seed Act, 1966, the Central Government, and where notification is for a State release, the State Government, shall be deemed to be the owner of such right, The Plant Breeders Rights are applicable over all plant types of plant varieties for which registration is obtained. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Can a Registered Breeder assign his exclusive right on the variety to produce, sell, market, distribute, import or export to anyone without imposing any conditions ?>","No, The registered breeder or his successor can appoint an agent or licensee for the above entitlements provided the agent or licensee registers his title with the Registrar in respect of the variety with the particular entitlement and conditions or restrictions, if any imposed by the Registered Breeder, However, a person authorised by the Registered Breeder to produce or sell or market or otherwise deal with the variety has to be authorised for specific right by the registered breeder following conditions under Regulation 13, who shall not have to register with the Registry like in the case of Agent or Licensee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Can a person apply for registration of a variety which is already being marketed by the breeder as seed or is being exploited as a donor or parent material the same breeder or others legitimately ?>, Yes, when the above situations are being practiced within an acceptable period after first such use as follows: a, An applicant can file for a new variety within one year from the date of sale of the variety in the market or been exploited (This period of under one year is considered as validity of the novelty of the new variety) b, For an extant variety, if the date of sale or exploitation is more than one year as on the date of filing of application but less than a period of 15 years in case of seedpropagated crops and 18 years in case of trees and vines, Application for registration of extant variety can be filed within the notified period of validity for filing of varieties belonging to the crop species under extant variety category, The period to accept registration of extant category of varieties is notified species-wise by the Authority at the time of notification of the species, c, Extant varieties (other than farmers’ varieties) are of two types: (i) Extant notified variety: Variety notified under Seed Act (1966) can be filed for registration within a period of 15 years in case of field crops and 18 years in case of trees and vines from the date of notification under Seed Act (1966), But the period of protection of an extant notified variety is valid for total period of 15 or 18 years as the case may be (in the two categories of annuals and trees or vines), after the date of notification under Seed Act (1966) (ii) Extant Variety of Common Knowledge (VCK): Variety NOT notified under the Seed Act (1966), but is already in commercial market or is being exploited for use since a period of more than one year but less than a period 15 years in case of field crops and 18 years in case of trees and vines," can also be filed for protection as Extant VCK. """,,,,,,,,,,,,,,,,,,,,,,
What are the different activities in handling a registered variety or use of its denomination that represent infringement of the Breeder’s Rights ?>, Any person who, not being the registered breeder or agent or a licensee of that variety, sells or exports, or imports or produces such variety without the permission of its breeder or within the scope of a registered license or registered agency without permission of the registered licensee or registered agent, as the case may be (b) Any person who uses, sells, exports, imports or produces any other variety giving such variety," the denomination identical with or deceptively similar to the denomination of a registered variety causing confusion about the variety""",,,,,,,,,,,,,,,,,,,,,,,,,,
Is there any punishment if any person or agency commits infringement of breeders’ right ?>, Yes, The action refers to the charge of infringement of breeders’ right as explained above (Question 91), Infringement suits can be filed in district courts praying for damages or share of profits The penalties are categorised for the following offences: 1, Selling varieties with false denomination: 6 months to 2 years imprisonment and/or Rs 50000-500000 penalty 2, Falsely representing a variety as registered: 6 months to 3 years imprisonment and/or Rs 100000-500000 penalty 3, Repeated offence: 1 year to 3 years imprisonment, Rs 200000-2000000 penalty 4, Offence against rights of breeders or farmers by companies (officials of the companies equally implied and are punishable by designation/identity): Any person/company owners punishable as per the magnitude of the offence committed," to any number of years imprisonment or penalty. """,,,,,,,,,,,,,,,,,,,,,,,,,,
Does the definition of branded seed also refer to seed certification label ?>, Branded seed or seeding material means any seed put in a package or container with a label or mark that refers to the denomination of the registered variety indicating that it contains seed of such a variety, It does not refer to any other seed quality certificate label as such, However, if such certificate indicates the package as containing a particular quality of certified/breeder/foundation or truthfully labelled seed of a certain denomination that is registered, it will be considered as branded seed only, Further," use of the registered denomination marked/mentioned on the package by any person other than registered breeder or his agent or his licensee is also equal to branding of the seed and is not allowed. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In the case of invoking of compulsory licensing option on a registered variety, does it mean that the possibility for a breeder to set the royalty level for his variety is eliminated ?>","Power of Authority to make order for compulsory licence in certain circumstancesa, At any time, after the expiry of three years from the date of issue of a certificate of registration of a variety, any person interested may make an application to theAuthority alleging that he reasonable requirements of the public for seed or other propagating material of the variety have not been satisfied or that the seed or other propagating material of the variety is not available to the public at a reasonable price and pray for thee grant of a compulsory licence to undertake production, distribution and sale of the seed or other propagating material of that variety, b, Every application under sub-section (1) shall contain a statement of the nature of the applicant’s interest together with such particulars as may be prescribed and the facts upon which the application is based, c, The Authority, after consultation with the Central Government, and if satisfied after giving an opportunity to the breeder of such variety to file opposition and after hearing the parties, on the issue that the reasonable requirements of the public with respect to the variety have not been satisfied or that the seed or other propagating material of the variety is not available to the public at a reasonable price, may order such breeder to grant a licence to the applicant upon such terms and conditions as it may deem fit and send a copy of such order to the Registrar to register the title of such applicant as licensee under sub-section (4) of section 28 on payment of such fees by the applicant as is referred to in that sub-section. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the requirements for a foreign company to have registration of their varieties in India ?>, Only one condition is required to be met where the foreign company has to have either an agent appointed or has to establish its own Indian office for service in India," after registration. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Can the Registrar, PPVFRA accept any DUS data from foreign countries where the variety has been already examined for DUS, in case of varieties of foreign origin ?>",No, DUS data as relevant to Indian Guidelines and as measured in India only shall be considered for registration purposes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Can an applicant claim priority right on a plant variety for an application filed in other country or countries if the first application was filed in India ?>, If it is a convention country (country which is a member of Convention on Biodiversity), then the applicant can claim priority right related to the date of submission of the application in the convention country," otherwise no. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How is the on-site DUS testing carried out in the case of an applicant from abroad ?>, In case of applications for registration of trees/plantation crops and vines from outside India," the planting materials for on-site DUS testing in an Indian location must be provided by the applicants. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Is it possible to register a plant variety again (re-register) in any category after its protection period of registration of 15 or 18 years as the case may be, is over ?>","No, The Indian legislation allows the protection of a plant variety through registration for 15 or 18 years maximum period, as the case may be, After the protected period of a registered variety is exhausted, the plant variety is deemed to pass into public domain allowing free access, use and marketing of the variety without any the requirement of any authorisation or permission of the original registered breeder, On plant varieties in public domain by virtue of exhaustion of the protection period by registration under PPVFRA (2001) or by declared free access by the original breeder to any user, neither farmers nor breeders will hold any of their respective rights. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the importance of soil testing in agriculture ?>, Soil testing helps farmers understand the nutrient levels, pH, and other important characteristics of their soil, which allows them to make informed decisions about fertilization, irrigation," and crop selection. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How can farmers control pests and diseases in their crops ?>, Farmers can control pests and diseases in their crops by using a combination of cultural practices, such as crop rotation and sanitation, and chemical treatments," such as pesticides and fungicides. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is crop rotation and why is it important ?>,Crop rotation is the practice of planting different crops in a field each year to improve soil health and reduce pest and disease pressure, Crop rotation helps prevent soil depletion and can improve crop yields.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do farmers manage irrigation in their fields ?>, Farmers can manage irrigation in their fields by using a combination of methods, such as drip irrigation, flood irrigation, and sprinkler systems," They may also use sensors and other technologies to optimize their water use. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are some sustainable farming practices ?>, Sustainable farming practices include crop rotation, conservation tillage, cover cropping, and integrated pest management," These practices help reduce the environmental impact of farming and promote long-term soil health. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How can farmers improve the quality of their crops ?>, Farmers can improve the quality of their crops by using high-quality seeds, managing their soil fertility and irrigation, controlling pests and diseases," and harvesting at the right time. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the importance of record-keeping in agriculture ?>, Record-keeping helps farmers track their inputs, yields, and costs, which allows them to make more informed decisions about their operations," It also helps with regulatory compliance and can be used to secure financing. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
